Name,Price,Discount,Original_price,Description,Product_left
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) 15IAX9 La...,91999,,92290,Intel Core i5 Processor (12th Gen); 24 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
HP Pavilion Aero AMD Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2048AU Thin and L...,91990,2% off,93999,AMD Ryzen 7 Octa Core Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 Inch) Display; 1 Year Onsite Warranty,Bank Offer
MSI Katana 15 Intel Core 7 240H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 405...,91990,21% off,116990,Intel Core 7 Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year On-Site Warranty,"Upto ₹22,000 Off on Exchange"
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,91990,23% off,119999,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Years Domestic Warranty and 1 Year Battery Domestic Warranty,"Upto ₹22,000 Off on Exchange"
ASUS Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,91990,23% off,120000,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Colorful Evol P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,91990,34% off,139999,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
MSI Summit E14FlipEvo Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEv...,91990,43% off,162990,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,91990,34% off,139999,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
MSI CYBORG Intel Core Ultra 5 14 CORE - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,91800,9% off,101990,Intel Core Ultra 5 Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; YES; INTERNATIONAL WARRANTY,Bank Offer
Lenovo AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,90990,13% off,105000,AMD Ryzen 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year warranty,Bank Offer
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MC6T4HN/A,90990,8% off,99900,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 34.54 cm (13.6 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW123HN/A,90990,8% off,99900,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 34.54 cm (13.6 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0W3HN/A,90990,8% off,99900,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 34.54 cm (13.6 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0Y3HN/A,90990,8% off,99900,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 34.54 cm (13.6 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Lenovo Intel Core i5 13th Gen - (24 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX RTX 3050 6GB) 83D...,90990,20% off,115000,Intel Core i5 Processor (13th Gen); 24 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty,Bank Offer
Apple 2020 Macbook Air Apple M1 - (16 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,90990,17% off,109900,"Apple M1 Processor; 16 GB DDR4 RAM; Mac OS Operating System; 256 GB SSD; 33.78 cm (13.3 inch) Display; Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player; 1 Year Limited WarraÂ­nty",Top Discount of the Sale
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,90990,26% off,124490,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 1Yr Warranty and 1 Yr Accidental Damage Protection,Bank Offer
HP Elitebook Intel Core i5 8th Gen Intel® Core™ i5-8265U with Intel® UHD Graphics 620 (1.6 GHz base fr...,90990,27% off,124990,Intel Core i5 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 256 GB SSD; 35.56 cm (14 inch) Display; Windows 10 Pro 64; 3 Year HP Warranty,Bank Offer
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) 15IRX9D2 ...,90990,13% off,104990,Intel Core i5 Processor (13th Gen); 24 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year warranty,Bank Offer
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,90898,,,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,90690,29% off,127990,AMD Ryzen 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1Yr Warranty and 1 Yr Accidental Damage Protection,Top Discount of the Sale
DELL Inspiron Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) 5640 Thin and Light Laptop,90545,13% off,105000,"Intel Core 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service",Bank Offer
ASUS Zenbook AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PP555WS Noteboo...,89999,30% off,129990,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
HP Envy 13 AMD Ryzen 7 Octa Core 5800U - (16 GB/512 GB SSD/Windows 11 Home) x360-ay1064au 2 in 1 Lapto...,89999,9% off,98990,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Touchscreen Display; Office Home and Student; 1 Year Onsite Warranty,Bank Offer
HP Pavilion 14 X360 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1152TU 2 in...,89999,20% off,113089,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; Windows 11 and Microsoft Office Home & Student Edition 2024; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003T...,89999,42% off,157376,Intel Core i7 Processor (12th Gen); 16 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Touchscreen Display; 1 Year Onsite Warranty,Top Discount of the Sale
HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Laptop,89990,18% off,110245,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Touchscreen Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
"DELL 14 Next Gen AI PC Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 GB SS...",89990,12% off,102656,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
MSI Prestige 16 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 16 AI Ev...,89990,33% off,134990,Intel Core Ultra 7 Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
DELL G7 Intel Core i9 10th Gen 10885H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce R...,89990,60% off,227250,"NVIDIA GeForce RTX 2070; 15.6 inch Full HD LED Backlit Anti-glare Display, 300 Hz, 300 Nits; 4-zone RGB keyboard with WASD and chassis lighting; Game shift key for Turbo boost of power; In-built Alienware Command center software with enhanced control over system settings; Intel Core i9 Processor (10th Gen); 16 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home and Student 2019; 1 Year Onsite Warranty",Top Discount of the Sale
Acer Swift 14 AI Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) SF14-51 Thin and Light Laptop,89990,19% off,111999,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
DELL 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 5441 Thin and Light Laptop,89990,23% off,118067,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service","Upto ₹22,000 Off on Exchange"
MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,89990,30% off,128990,Intel Core Ultra 7 Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 Inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXR3HN/A,89990,33% off,134900,"Apple M3 Processor; 8 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 33.02 cm (13 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos; 1 Year Onsite Warranty",Top Discount of the Sale
MSI Venture A16 AI+ AMD Ryzen AI 7 Octa Core 350 - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3...,89990,19% off,111990,AMD Ryzen AI 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home & Student 2021; 2 Year On-Site Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVIDIA GeFo...,89990,21% off,115000,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,89990,20% off,112990,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty,Bank Offer
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,89990,30% off,129999,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year International Travelers Warranty (ITW),Top Discount of the Sale
Lenovo IdeaPad Gaming 3 Intel Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,89590,19% off,111190,Intel Core i5 Processor (12th Gen); 8 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,89590,4% off,93990,"Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Alienware Command Center,Dell Support Assist); 1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support",Bank Offer
Lenovo Thinkpad E series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Pro) TPE14G4 Busi...,89385,48% off,175000,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; 3 Years Domestic Warranty,Top Discount of the Sale
Lenovo Yoga 7 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IML9 2 in 1 Lapt...,89190,31% off,130090,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Top Discount of the Sale
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14I...,88999,7% off,96000,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Bank Offer
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,88990,19% off,110890,AMD Ryzen 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1Yr Warranty and 1 Yr Accidental Damage Protection,Bank Offer
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,88990,24% off,117990,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,Top Discount of the Sale
HP AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1023TU Thin and Light Lapto...,88990,10% off,98990,Intel Core Ultra 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty,Bank Offer
"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 7 255H - (16 GB...",88990,27% off,121990,"Intel Core Ultra 7 Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year; 1 Year Onsite Warranty",Bank Offer
DELL G15 Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,88990,6% off,95000,Intel Core i5 Processor (12th Gen); 8 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Premium Support,Bank Offer
ASUS Pro P5 Intel Core i5 8th Gen 8265U - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Lig...,88990,,,Intel Core i5 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; 1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"Upto ₹22,000 Off on Exchange"
DELL Inspiron 7440 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 No...,88980,17% off,107990,"Intel Core i7 Processor (13th Gen); 16 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Windows 11, Microsoft Office, Macafee Antivirus 15 Months; 1 Year",Bank Offer
ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SS...,88933,33% off,133990,Intel Core i7 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,88799,29% off,125890,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Bank Offer
DELL Inspiron Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 2 in 1 L...,88590,12% off,100939,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores; RAM & Storage: 16GB DDR4 & 512GB SSD; Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader; Display: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen; Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; Office Home and Student 2021; 1 Year Onsite Hardware Service",Bank Offer
Lenovo Ideapad Slim 5i Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin ...,88500,10% off,99000,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 2 Year warranty,Bank Offer
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,88000,31% off,128990,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
MSI Katana 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,87990,43% off,154990,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,Top Discount of the Sale
Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXP3HN/A,87990,29% off,124900,"Apple M3 Processor; 8 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 33.02 cm (13 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos; 1 Year Onsite Warranty","Upto ₹22,000 Off on Exchange"
HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light...,87990,14% off,102918,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo LOQ 15IRX9. Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,87990,12% off,99990,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024; 1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor,Bank Offer
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics...,86990,26% off,118890,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty,Bank Offer
ASUS TUF Gaming A16 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphic...,86990,24% off,114990,"AMD Ryzen 7 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, Xbox Game Pass for 3 months; 1 Year Onsite Warranty","Upto ₹22,000 Off on Exchange"
ASUS Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,86990,13% off,100000,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Touchscreen Display; 1 Year Onsite Warranty,Bank Offer
"ASUS Zenbook S 13 OLED 1 cm Thin & 1 kg Light, Intel EVO Intel Core i5 13th Gen 1335U - (16 GB/512 GB ...",86990,32% off,128990,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Display; 1 Year Onsite Warranty,Bank Offer
"DELL Inspiron 5430 Intel Core i7 13th Gen 13th Generation Intel® Core™ i7-1355U Processor (12MB Cache,...",86990,12% off,99890,"Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.81 cm (14.1 Inch) Display; Windows 11, Microsoft Office Home and Student 2021, McAfee® Multi Device Security 15-month subscription; 1 Year Onsite Hardware Service",Bank Offer
DELL Inspiron AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Notebook,86990,7% off,93766,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS Expertbook P5 full metal AI PC Intel Core Ultra 5 226V - (16 GB/1 TB SSD/Windows 11 Home) P5405CS...,86989,51% off,179990,"Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity); 1 Year Onsite Warranty",Top Discount of the Sale
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,86689,21% off,109990,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; MS Office Home and Student 2024; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"Upto ₹22,000 Off on Exchange"
